postcode,population_2011,population_2022,population_2023,population_2024
TS23 3,14796,15849,15980,16202
TS23 4,1692,1812,1827,1853
TS24 0,6441,6900,6956,7053
TS24 7,1320,1414,1426,1445
TS24 8,6147,6585,6639,6731
TS24 9,7932,8497,8567,8686
TS25 1,9183,9837,9918,10055
TS25 2,7798,8353,8422,8539
TS25 3,5621,6021,6071,6155
TS25 4,5822,6237,6288,6375
TS25 5,10403,11144,11235,11391
TS26 0,12751,13659,13771,13962
TS26 8,5546,5941,5990,6073
TS26 9,7153,7662,7725,7833
TS27 3,5389,5773,5820,5901
TS27 4,6938,7432,7493,7597
TS28 5,5277,5653,5699,5778
TS29 6,6266,6712,6767,6861
TS3  0,7213,7727,7790,7898
TS3  6,3122,3344,3372,3419
TS3  7,7171,7682,7745,7852
TS3  8,4484,4803,4843,4910
TS3  9,7663,8209,8276,8391
TS4  2,8428,9028,9102,9229
TS4  3,8801,9428,9505,9637
TS5  4,5796,6209,6260,6347
TS5  5,8076,8651,8722,8843
TS5  6,7896,8458,8528,8646
TS5  7,6444,6903,6960,7056
TS5  8,11505,12324,12425,12598
TS6  0,10184,10909,10999,11151
TS6  6,3150,3374,3402,3449
TS6  7,4725,5061,5103,5174
TS6  8,2917,3125,3150,3194
TS6  9,9374,10041,10124,10265
TS7  0,6536,7001,7059,7157
TS7  8,9241,9899,9980,10119
TS7  9,6010,6438,6491,6581
TS8  0,9474,10149,10232,10374
TS8  9,11537,12358,12460,12633
TS9  5,5323,5702,5749,5829
TS9  6,5196,5566,5612,5690
TS9  7,2218,2376,2395,2429
TW1  1,8117,8695,8766,8888
TW1  2,6153,6591,6645,6738
TW1  3,3764,4032,4065,4122
TW1  4,7358,7882,7947,8057
TW10 5,2986,3199,3225,3270
TW10 6,8397,8995,9069,9195
TW10 7,7769,8322,8391,8507
TW11 0,6598,7068,7126,7225
TW11 8,8507,9113,9188,9315
TW11 9,8305,8896,8969,9094
TW12 1,7030,7531,7592,7698
TW12 2,9427,10098,10181,10323
TW12 3,6553,7020,7077,7176
TW13 4,12679,13582,13693,13884
TW13 5,9537,10216,10300,10443
TW13 6,8306,8897,8970,9095
TW13 7,5736,6144,6195,6281
TW14 0,6093,6527,6580,6672
TW14 8,9711,10402,10488,10634
TW14 9,12219,13089,13197,13380
TW15 1,10483,11229,11322,11479
TW15 2,8024,8595,8666,8786
TW15 3,8955,9593,9671,9806
TW16 5,5046,5405,5450,5525
TW16 6,5601,6000,6049,6133
TW16 7,9496,10172,10256,10398
TW17 0,5308,5686,5733,5812
TW17 8,6423,6880,6937,7033
TW17 9,2511,2690,2712,2750
TW18 1,8919,9554,9633,9766
TW18 2,7545,8082,8149,8262
TW18 3,4396,4709,4748,4814
TW18 4,5313,5691,5738,5818
TW19 5,3954,4236,4270,4330
TW19 6,1371,1469,1481,1501
TW19 7,10694,11455,11550,11710
TW2  5,9427,10098,10181,10323
TW2  6,10633,11390,11484,11643
TW2  7,10585,11339,11432,11591
TW20 0,10297,11030,11121,11275
TW20 8,7854,8413,8482,8600
TW20 9,6694,7171,7230,7330
TW3  1,8341,8935,9008,9133
TW3  2,10436,11179,11271,11427
TW3  3,12504,13394,13504,13692
TW3  4,8887,9520,9598,9731
TW4  5,9918,10624,10711,10860
TW4  6,5731,6139,6189,6275
TW4  7,11580,12404,12506,12680
TW5  0,13955,14949,15071,15281
TW5  9,15508,16612,16749,16981
TW7  4,7975,8543,8613,8733
TW7  5,9162,9814,9895,10032
TW7  6,10529,11279,11371,11529
TW7  7,9874,10577,10664,10812
TW8  0,8715,9336,9412,9543
TW8  8,5007,5363,5408,5483
TW8  9,5945,6368,6421,6510
TW9  1,4073,4363,4399,4460
TW9  2,6466,6926,6983,7080
TW9  3,4529,4851,4891,4959
TW9  4,6563,7030,7088,7186
UB1  1,10330,11065,11156,11311
UB1  2,20011,21436,21612,21912
UB1  3,10033,10747,10836,10986
UB10 0,10714,11477,11571,11732
UB10 8,12043,12900,13006,13187
UB10 9,10737,11501,11596,11757
UB2  4,12999,13925,14039,14234
UB2  5,19240,20610,20779,21068
UB3  1,9967,10677,10764,10914
UB3  2,14063,15064,15188,15399
UB3  3,7647,8191,8259,8373
UB3  4,10406,11147,11238,11395
UB3  5,6050,6481,6534,6625
UB4  0,14378,15402,15528,15744
UB4  8,13011,13937,14052,14247
UB4  9,12227,13098,13205,13389
UB5  4,16225,17380,17523,17766
UB5  5,12826,13739,13852,14044
UB5  6,16904,18108,18256,18510
UB6  0,12639,13539,13650,13840
UB6  7,8723,9344,9421,9552
UB6  8,14624,15665,15794,16013
UB6  9,15378,16473,16608,16839
UB7  0,3777,4046,4079,4136
UB7  7,9033,9676,9756,9891
UB7  8,7132,7640,7703,7810
UB7  9,9710,10401,10487,10632
UB8  1,5018,5375,5419,5495
UB8  2,12336,13214,13323,13508
UB8  3,19250,20621,20790,21079
UB9  4,2411,2583,2604,2640
UB9  5,4728,5065,5106,5177
UB9  6,7399,7926,7991,8102
W10  4,10506,11254,11346,11504
W10  5,11896,12743,12848,13026
W10  6,11800,12640,12744,12921
W11  1,10660,11419,11513,11673
W11  2,7039,7540,7602,7708
W11  3,4796,5137,5180,5252
W11  4,9004,9645,9724,9859
W12  0,14703,15750,15879,16100
W12  7,11324,12130,12230,12400
W12  8,9038,9682,9761,9897
W12  9,13884,14873,14995,15203
W13  0,10500,11248,11340,11498
W13  8,7384,7910,7975,8085
W13  9,14527,15561,15689,15907
W14  0,11591,12416,12518,12692
W14  8,11738,12574,12677,12853
W14  9,14151,15159,15283,15495
W1B  1,508,544,549,556
W1D  3,252,270,272,276
W1D  4,415,445,448,454
W1D  6,656,703,708,718
W1D  7,221,237,239,242
W1F  0,979,1049,1057,1072
W1F  7,531,569,573,581
W1G  6,847,907,915,927
W1G  7,323,346,349,354
W1G  8,1431,1533,1545,1567
W1G  9,330,353,356,361
W1H  1,1114,1193,1203,1220
W1H  2,1862,1995,2011,2039
W1H  4,782,838,845,856
W1H  5,1210,1296,1307,1325
W1H  7,1321,1415,1427,1446
W1J  5,309,331,334,338
W1J  6,152,163,164,166
W1J  7,787,843,850,862
W1J  8,280,300,302,307
W1K  1,318,341,343,348
W1K  2,599,642,647,656
W1K  3,287,307,310,314
W1K  4,144,154,156,158
W1K  5,232,249,251,254
W1K  6,847,907,915,927
W1K  7,588,630,635,644
W1S  1,151,162,163,165
W1T  1,454,486,490,497
W1T  2,636,681,687,696
W1T  3,207,222,224,227
W1T  4,702,752,758,769
W1T  5,1809,1938,1954,1981
W1T  6,252,270,272,276
W1U  1,357,382,386,391
W1U  2,247,265,267,270
W1U  3,543,582,586,595
W1U  4,1156,1238,1248,1266
W1U  5,1273,1364,1375,1394
W1U  6,1320,1414,1426,1445
W1U  8,755,809,815,827
W1W  5,1532,1641,1655,1678
W1W  6,2030,2175,2192,2223
W1W  7,872,934,942,955
W2   1,7437,7967,8032,8144
W2   2,5924,6346,6398,6487
W2   3,7567,8106,8172,8286
W2   4,7975,8543,8613,8733
W2   5,11008,11792,11889,12054
W2   6,8461,9063,9138,9265
W3   0,6796,7280,7340,7442
W3   6,12772,13681,13794,13985
W3   7,13762,14742,14863,15069
W3   8,11021,11806,11903,12068
W3   9,8068,8642,8713,8834
W4   1,8352,8947,9020,9145
W4   2,9953,10662,10749,10899
W4   3,11543,12365,12466,12640
W4   4,5135,5501,5546,5623
W4   5,9035,9678,9758,9893
W5   1,10117,10837,10926,11078
W5   2,10175,10899,10989,11142
W5   3,10249,10979,11069,11223
W5   4,14521,15555,15683,15900
W5   5,4881,5229,5271,5345
W6   0,12160,13026,13133,13315
W6   7,6062,6494,6547,6638
W6   8,8872,9504,9582,9715
W6   9,8634,9249,9325,9454
W7   1,9780,10476,10562,10709
W7   2,7737,8288,8356,8472
W7   3,11442,12257,12357,12529
W8   4,3714,3978,4011,4067
W8   5,4982,5337,5381,5455
W8   6,5993,6420,6472,6562
W8   7,5847,6263,6315,6402
W9   1,13037,13965,14080,14276
W9   2,11046,11832,11930,12095
W9   3,13486,14446,14565,14767
WA1  1,809,867,874,886
WA1  2,2214,2372,2391,2424
WA1  3,10056,10772,10860,11011
WA1  4,8454,9056,9130,9257
WA10 1,2309,2473,2494,2528
WA10 2,4791,5132,5174,5246
WA10 3,9461,10135,10218,10360
WA10 4,8230,8816,8888,9012
WA10 5,6049,6480,6533,6624
WA10 6,7808,8364,8433,8550
WA11 0,16250,17407,17550,17794
WA11 7,6603,7073,7131,7230
WA11 8,5910,6331,6383,6471
WA11 9,11753,12590,12693,12870
WA12 0,4310,4617,4655,4719
WA12 8,7921,8485,8555,8673
WA12 9,9802,10500,10586,10733
WA13 0,6748,7228,7288,7389
WA13 9,6082,6515,6569,6660
WA14 1,3101,3322,3349,3396
WA14 2,5621,6021,6071,6155
WA14 3,4388,4700,4739,4805
WA14 4,6833,7320,7380,7482
WA14 5,7747,8299,8367,8483
WA15 0,4983,5338,5382,5456
WA15 6,12652,13553,13664,13854
WA15 7,10409,11150,11242,11398
WA15 8,8834,9463,9541,9673
WA15 9,5786,6198,6249,6336
WA16 0,5896,6316,6368,6456
WA16 6,2946,3156,3182,3226
WA16 7,3308,3544,3573,3622
WA16 8,7640,8184,8251,8366
WA16 9,3754,4021,4054,4111
WA2  0,17665,18923,19078,19343
WA2  7,7446,7976,8042,8153
WA2  8,5877,6295,6347,6435
WA2  9,9804,10502,10588,10735
WA3  1,3351,3590,3619,3669
WA3  2,9830,10530,10616,10764
WA3  3,10225,10953,11043,11196
WA3  4,4627,4956,4997,5067
WA3  5,4503,4824,4863,4931
WA3  6,10612,11368,11461,11620
WA3  7,4609,4937,4978,5047
WA4  1,10003,10715,10803,10953
WA4  2,13222,14163,14280,14478
WA4  3,4203,4502,4539,4602
WA4  4,3328,3565,3594,3644
WA4  5,7246,7762,7826,7934
WA4  6,8671,9288,9365,9495
WA5  0,5958,6382,6435,6524
WA5  1,13192,14131,14247,14445
WA5  2,10146,10868,10958,11110
WA5  3,11179,11975,12073,12241
WA5  4,3913,4192,4226,4285
WA5  7,1726,1849,1864,1890
WA5  8,6847,7335,7395,7497
WA5  9,5539,5933,5982,6065
WA6  0,3853,4127,4161,4219
WA6  6,4690,5024,5065,5136
WA6  7,5451,5839,5887,5969
WA6  8,2474,2650,2672,2709
WA6  9,2457,2632,2654,2690
WA7  1,6194,6635,6690,6782
WA7  2,15518,16623,16759,16992
WA7  3,3534,3786,3817,3870
WA7  4,9182,9836,9917,10054
WA7  5,13010,13936,14051,14246
WA7  6,15833,16960,17100,17337
WA8  0,3275,3508,3537,3586
WA8  3,6701,7178,7237,7338
WA8  4,6861,7350,7410,7513
WA8  5,2003,2146,2163,2193
WA8  6,7377,7902,7967,8078
WA8  7,10689,11450,11544,11704
WA8  8,12807,13719,13832,14024
WA8  9,12221,13091,13199,13382
WA9  1,5123,5488,5533,5610
WA9  2,6723,7202,7261,7362
WA9  3,11407,12219,12320,12491
WA9  4,13584,14551,14671,14874
WA9  5,12033,12890,12996,13176
WC1A 1,268,287,289,293
WC1A 2,277,297,299,303
WC1B 3,1091,1169,1178,1195
WC1B 4,576,617,622,631
WC1E 6,1281,1372,1383,1403
WC1E 7,1001,1072,1081,1096
WC1H 0,1283,1374,1386,1405
WC1H 8,2872,3076,3102,3145
WC1H 9,4173,4470,4507,4569
WC1N 1,3196,3424,3452,3500
WC1N 2,1623,1739,1753,1777
WC1N 3,2476,2652,2674,2711
WC1R 4,630,675,680,690
WC1V 6,367,393,396,402
WC1V 7,593,635,640,649
WC1X 0,3337,3575,3604,3654
WC1X 8,311,333,336,341
WC1X 9,4305,4612,4649,4714
WC2B 4,652,698,704,714
WC2B 5,1255,1344,1355,1374
WC2E 7,641,687,692,702
WC2E 9,264,283,285,289
WC2H 0,778,833,840,852
WC2H 7,243,260,262,266
WC2H 8,197,211,213,216
WC2H 9,1273,1364,1375,1394
WC2N 4,279,299,301,306
WC2N 5,463,496,500,507
WC2N 6,290,311,313,318
WD17 1,1087,1164,1174,1190
WD17 2,3208,3436,3465,3513
WD17 3,3886,4163,4197,4255
WD17 4,7606,8148,8214,8329
WD18 0,7819,8376,8445,8562
WD18 6,4984,5339,5383,5457
WD18 7,10891,11666,11762,11926
WD18 8,640,686,691,701
WD19 4,9844,10545,10632,10779
WD19 5,4861,5207,5250,5323
WD19 6,7094,7599,7662,7768
WD19 7,5576,5973,6022,6106
WD23 1,5754,6164,6214,6301
WD23 2,8118,8696,8767,8889
WD23 3,5457,5846,5894,5975
WD23 4,6311,6760,6816,6911
WD24 4,4148,4443,4480,4542
WD24 5,6759,7240,7300,7401
WD24 6,5170,5538,5584,5661
WD24 7,5538,5932,5981,6064
WD25 0,8042,8615,8685,8806
WD25 7,8271,8860,8933,9057
WD25 8,1355,1451,1463,1484
WD25 9,10140,10862,10951,11103
WD3  1,4323,4631,4669,4734
WD3  3,11575,12399,12501,12675
WD3  4,3722,3987,4020,4076
WD3  5,7451,7982,8047,8159
WD3  6,1164,1247,1257,1275
WD3  7,3560,3813,3845,3898
WD3  8,6297,6745,6801,6895
WD3  9,2574,2757,2780,2819
WD4  8,7851,8410,8479,8597
WD4  9,3401,3643,3673,3724
WD5  0,11497,12316,12417,12589
WD6  1,7324,7845,7910,8020
WD6  2,8964,9602,9681,9816
WD6  3,5422,5808,5856,5937
WD6  4,8412,9011,9085,9211
WD6  5,7423,7952,8017,8128
WD7  7,2941,3150,3176,3220
WD7  8,5222,5594,5640,5718
WD7  9,4306,4613,4650,4715
WF1  1,1152,1234,1244,1261
WF1  2,7092,7597,7659,7766
WF1  3,8823,9451,9529,9661
WF1  4,10213,10940,11030,11183
WF1  5,6617,7088,7146,7246
WF10 1,2527,2707,2729,2767
WF10 2,8967,9605,9684,9819
WF10 3,12553,13447,13557,13746
WF10 4,10919,11696,11793,11956
WF10 5,10491,11238,11330,11488
WF11 0,5997,6424,6477,6567
WF11 8,6439,6897,6954,7051
WF11 9,4548,4872,4912,4980
WF12 0,9577,10259,10343,10487
WF12 7,8101,8678,8749,8871
WF12 8,6510,6974,7031,7128
WF12 9,9788,10485,10571,10718
WF13 1,1486,1592,1605,1627
WF13 2,6386,6841,6897,6993
WF13 3,11450,12265,12366,12538
WF13 4,8140,8720,8791,8913
WF14 0,7146,7655,7718,7825
WF14 8,3909,4187,4222,4280
WF14 9,8508,9114,9189,9316
WF15 6,5161,5528,5574,5651
WF15 7,7511,8046,8112,8225
WF15 8,5025,5383,5427,5502
WF16 0,4858,5204,5247,5320
WF16 9,7765,8318,8386,8503
WF17 0,8058,8632,8703,8824
WF17 5,3378,3619,3648,3699
WF17 6,7082,7586,7649,7755
WF17 7,13043,13972,14086,14282
WF17 8,6354,6806,6862,6958
WF17 9,5804,6217,6268,6355
WF2  0,11326,12132,12232,12402
WF2  6,8118,8696,8767,8889
WF2  7,8093,8669,8740,8862
WF2  8,13722,14699,14820,15026
WF2  9,9764,10459,10545,10692
WF3  1,11377,12187,12287,12458
WF3  2,5161,5528,5574,5651
WF3  3,8734,9356,9433,9564
WF3  4,7322,7843,7908,8018
WF4  1,8746,9369,9446,9577
WF4  2,6497,6960,7017,7114
WF4  3,9232,9889,9971,10109
WF4  4,8916,9551,9629,9763
WF4  5,5122,5487,5532,5609
WF4  6,4795,5136,5179,5251
WF5  0,8703,9323,9399,9530
WF5  8,6062,6494,6547,6638
WF5  9,6466,6926,6983,7080
WF6  1,11465,12281,12382,12554
WF6  2,9852,10553,10640,10788
WF7  5,6880,7370,7430,7534
WF7  6,6403,6859,6915,7011
WF7  7,6902,7393,7454,7558
WF8  1,4512,4833,4873,4941
WF8  2,14548,15584,15712,15930
WF8  3,5944,6367,6420,6509
WF8  4,7372,7897,7962,8072
WF9  1,6813,7298,7358,7460
WF9  2,10366,11104,11195,11351
WF9  3,8533,9141,9216,9344
WF9  4,8985,9625,9704,9839
WF9  5,4548,4872,4912,4980
WN1  1,436,467,471,477
WN1  2,9764,10459,10545,10692
WN1  3,9839,10540,10626,10774
WN2  1,8437,9038,9112,9239
WN2  2,8153,8733,8805,8928
WN2  3,9336,10001,10083,10223
WN2  4,15466,16567,16703,16935
WN2  5,11380,12190,12290,12461
WN3  4,5558,5954,6003,6086
WN3  5,11699,12532,12635,12810
WN3  6,12669,13571,13683,13873
WN4  0,9828,10528,10614,10762
WN4  8,8906,9540,9618,9752
WN4  9,10028,10742,10830,10981
WN5  0,8414,9013,9087,9213
WN5  7,11164,11959,12057,12225
WN5  8,11161,11956,12054,12221
WN5  9,13042,13971,14085,14281
WN6  0,13250,14193,14310,14509
WN6  7,9501,10177,10261,10404
WN6  8,11968,12820,12925,13105
WN6  9,5133,5498,5544,5621
WN7  1,9084,9731,9811,9947
WN7  2,10026,10740,10828,10978
WN7  3,10142,10864,10953,11105
WN7  4,7214,7728,7791,7899
WN7  5,10916,11693,11789,11953
WN8  0,6195,6636,6691,6784
WN8  6,16697,17886,18033,18283
WN8  7,4287,4592,4630,4694
WN8  8,10296,11029,11120,11274
WN8  9,8494,9099,9174,9301
WR1  1,3814,4086,4119,4176
WR1  2,1720,1842,1858,1883
WR1  3,3421,3665,3695,3746
WR10 1,6873,7362,7423,7526
WR10 2,6009,6437,6490,6580
WR10 3,4844,5189,5232,5304
WR11 1,6851,7339,7399,7502
WR11 2,6752,7233,7292,7393
WR11 3,4079,4369,4405,4467
WR11 4,7947,8513,8583,8702
WR11 7,8478,9082,9156,9283
WR11 8,7507,8041,8108,8220
WR12 7,5436,5823,5871,5952
WR13 5,3508,3758,3789,3841
WR13 6,4687,5021,5062,5132
WR14 1,11656,12486,12588,12763
WR14 2,10989,11771,11868,12033
WR14 3,6198,6639,6694,6787
WR14 4,5364,5746,5793,5874
WR15 8,7098,7603,7666,7772
WR2  4,9780,10476,10562,10709
WR2  5,11664,12494,12597,12772
WR2  6,8455,9057,9131,9258
WR3  7,11148,11942,12040,12207
WR3  8,9324,9988,10070,10210
WR4  0,10551,11302,11395,11553
WR4  9,15485,16588,16724,16956
WR5  1,10223,10951,11041,11194
WR5  2,8397,8995,9069,9195
WR5  3,12534,13426,13537,13725
WR6  5,5057,5417,5462,5537
WR6  6,7034,7535,7597,7702
WR7  4,4984,5339,5383,5457
WR8  0,5707,6113,6164,6249
WR8  9,2812,3012,3037,3079
WR9  0,5528,5922,5970,6053
WR9  7,9794,10491,10578,10724
WR9  8,11313,12118,12218,12388
WR9  9,4393,4706,4744,4810
WS1  1,413,442,446,452
WS1  2,7859,8419,8488,8606
WS1  3,8977,9616,9695,9830
WS1  4,10022,10736,10824,10974
WS10 0,14197,15208,15333,15546
WS10 7,5930,6352,6404,6493
WS10 8,12757,13665,13778,13969
WS10 9,13827,14811,14933,15141
WS11 0,4269,4573,4611,4675
WS11 1,8801,9428,9505,9637
WS11 4,4475,4794,4833,4900
WS11 5,7462,7993,8059,8171
WS11 6,3927,4207,4241,4300
WS11 7,4502,4823,4862,4930
WS11 8,1678,1797,1812,1837
WS11 9,7479,8012,8077,8190
WS12 0,3360,3599,3629,3679
WS12 1,4882,5230,5273,5346
WS12 2,6544,7010,7068,7166
WS12 3,5043,5402,5446,5522
WS12 4,15579,16688,16825,17059
WS13 6,8824,9452,9530,9662
WS13 7,10948,11727,11824,11988
WS13 8,6856,7344,7404,7507
WS14 0,4466,4784,4823,4890
WS14 9,12639,13539,13650,13840
WS15 1,10108,10828,10917,11068
WS15 2,14776,15828,15958,16180
WS15 3,4121,4414,4451,4512
WS15 4,7547,8084,8151,8264
WS2  0,8580,9191,9266,9395
WS2  7,8062,8636,8707,8828
WS2  8,10737,11501,11596,11757
WS2  9,11375,12185,12285,12456
WS3  1,12472,13360,13470,13657
WS3  2,13129,14064,14179,14376
WS3  3,13625,14595,14715,14919
WS3  4,8847,9477,9555,9687
WS3  5,2024,2168,2186,2216
WS4  1,12266,13139,13247,13431
WS4  2,4539,4862,4902,4970
WS5  3,9765,10460,10546,10693
WS5  4,11702,12535,12638,12814
WS6  6,9466,10140,10223,10365
WS6  7,8717,9338,9414,9545
WS7  0,3850,4124,4158,4216
WS7  1,5182,5551,5597,5674
WS7  2,5490,5881,5929,6012
WS7  3,1507,1614,1628,1650
WS7  4,7524,8060,8126,8239
WS7  9,6314,6764,6819,6914
WS8  6,6075,6508,6561,6652
WS8  7,9511,10188,10272,10415
WS9  0,9388,10056,10139,10280
WS9  8,8659,9276,9352,9482
WS9  9,8613,9226,9302,9431
WV1  1,2472,2648,2670,2707
WV1  2,9646,10333,10418,10562
WV1  3,712,763,769,780
WV1  4,3709,3973,4006,4061
WV10 0,11309,12114,12214,12383
WV10 6,11675,12506,12609,12784
WV10 7,7013,7512,7574,7679
WV10 8,11952,12803,12908,13087
WV10 9,14445,15473,15601,15817
WV11 1,11937,12787,12892,13071
WV11 2,10838,11610,11705,11868
WV11 3,11796,12636,12740,12917
WV12 4,10413,11154,11246,11402
WV12 5,15236,16321,16455,16683
WV13 1,5808,6222,6273,6360
WV13 2,7124,7631,7694,7801
WV13 3,7706,8255,8322,8438
WV14 0,5950,6374,6426,6515
WV14 6,8637,9252,9328,9458
WV14 7,4361,4672,4710,4775
WV14 8,14386,15410,15537,15753
WV14 9,13835,14820,14942,15149
WV15 5,3753,4020,4053,4110
WV15 6,4186,4484,4521,4584
WV16 4,7112,7618,7681,7788
WV16 5,3360,3599,3629,3679
WV16 6,6818,7303,7363,7466
WV2  1,3155,3380,3407,3455
WV2  2,5077,5438,5483,5559
WV2  3,4166,4463,4499,4562
WV2  4,2322,2487,2508,2543
WV3  0,7321,7842,7907,8016
WV3  7,6814,7299,7359,7461
WV3  8,6739,7219,7278,7379
WV3  9,8097,8674,8745,8866
WV4  4,13379,14332,14449,14650
WV4  5,11377,12187,12287,12458
WV4  6,10366,11104,11195,11351
WV5  0,5714,6121,6171,6257
WV5  7,2770,2967,2992,3033
WV5  8,4103,4395,4431,4493
WV5  9,3296,3531,3560,3609
WV6  0,13383,14336,14454,14654
WV6  7,13382,14335,14453,14653
WV6  8,10779,11546,11641,11803
WV6  9,7451,7982,8047,8159
WV7  3,7166,7676,7739,7847
WV8  1,11192,11989,12087,12255
WV8  2,4388,4700,4739,4805
WV9  5,7231,7746,7809,7918
YO1  6,1977,2118,2135,2165
YO1  7,731,783,789,800
YO1  9,1806,1935,1950,1978
YO10 3,12864,13780,13893,14086
YO10 4,9027,9670,9749,9885
YO10 5,8602,9214,9290,9419
YO11 1,3970,4253,4288,4347
YO11 2,7468,8000,8065,8177
YO11 3,11461,12277,12378,12550
YO12 4,9023,9665,9745,9880
YO12 5,9707,10398,10484,10629
YO12 6,10678,11438,11532,11692
YO12 7,11436,12250,12351,12522
YO13 0,5166,5534,5579,5657
YO13 9,4945,5297,5341,5415
YO14 0,5499,5891,5939,6021
YO14 9,5757,6167,6218,6304
YO15 1,3416,3659,3689,3741
YO15 2,4695,5029,5071,5141
YO15 3,5628,6029,6078,6163
YO16 4,9530,10209,10292,10435
YO16 6,7536,8073,8139,8252
YO16 7,8409,9008,9082,9208
YO17 6,2783,2981,3006,3047
YO17 7,4888,5236,5279,5352
YO17 8,5763,6173,6224,6310
YO17 9,7780,8334,8402,8519
YO18 7,5451,5839,5887,5969
YO18 8,5309,5687,5734,5813
YO19 4,1464,1568,1581,1603
YO19 5,4410,4724,4763,4829
YO19 6,7040,7541,7603,7709
YO21 1,5938,6361,6413,6502
YO21 2,3079,3298,3325,3372
YO21 3,5115,5479,5524,5601
YO22 4,5852,6269,6320,6408
YO22 5,2876,3081,3106,3149
YO23 1,8253,8841,8913,9037
YO23 2,3906,4184,4218,4277
YO23 3,6069,6501,6555,6646
YO23 7,1096,1174,1184,1200
YO24 1,5533,5927,5976,6059
YO24 2,7515,8050,8116,8229
YO24 3,8686,9304,9381,9511
YO24 4,7922,8486,8556,8675
YO25 3,2436,2609,2631,2667
YO25 4,4730,5067,5108,5179
YO25 5,7013,7512,7574,7679
YO25 6,6067,6499,6552,6643
YO25 8,5950,6374,6426,6515
YO25 9,7114,7621,7683,7790
YO26 4,6090,6524,6577,6669
YO26 5,11758,12595,12699,12875
YO26 6,5445,5833,5881,5962
YO26 7,2092,2241,2259,2291
YO26 8,2938,3147,3173,3217
YO26 9,1879,2013,2029,2058
YO30 1,2421,2593,2615,2651
YO30 2,1800,1928,1944,1971
YO30 4,2846,3049,3074,3116
YO30 5,7543,8080,8146,8260
YO30 6,9602,10286,10370,10514
YO30 7,2399,2570,2591,2627
YO31 0,6592,7061,7119,7218
YO31 1,4632,4962,5003,5072
YO31 7,5294,5671,5718,5797
YO31 8,7104,7610,7672,7779
YO31 9,6617,7088,7146,7246
YO32 2,5195,5565,5611,5689
YO32 3,6843,7330,7390,7493
YO32 4,2737,2932,2956,2997
YO32 5,6047,6478,6531,6621
YO32 9,7448,7978,8044,8156
YO41 1,6011,6439,6492,6582
YO41 4,2148,2301,2320,2352
YO41 5,2678,2869,2892,2932
YO42 1,2093,2242,2260,2292
YO42 2,8337,8931,9004,9129
YO42 4,4129,4423,4459,4521
YO43 3,7358,7882,7947,8057
YO43 4,4930,5281,5324,5398
YO51 9,5533,5927,5976,6059
YO60 6,1636,1752,1767,1791
YO60 7,3105,3326,3353,3400
YO61 1,5216,5587,5633,5712
YO61 2,1222,1309,1320,1338
YO61 3,5295,5672,5719,5798
YO61 4,2271,2433,2453,2487
YO62 4,2952,3162,3188,3232
YO62 5,2803,3003,3027,3069
YO62 6,4444,4760,4800,4866
YO62 7,1861,1994,2010,2038
YO7  1,9247,9905,9987,10125
YO7  2,2679,2870,2893,2934
YO7  3,4591,4918,4958,5027
YO7  4,3480,3728,3758,3811
YO8  3,4439,4755,4794,4861
YO8  4,6998,7496,7558,7663
YO8  5,6557,7024,7082,7180
YO8  6,5096,5459,5504,5580
YO8  8,8413,9012,9086,9212
YO8  9,12226,13096,13204,13387
CF10 1,802,859,866,878
CF10 2,1727,1850,1865,1891
CF10 3,1962,2102,2119,2148
CF10 4,4064,4353,4389,4450
CF10 5,6061,6493,6546,6637
CF11 0,2253,2413,2433,2467
CF11 6,12248,13120,13228,13412
CF11 7,9896,10601,10688,10836
CF11 8,3904,4182,4216,4275
CF11 9,7757,8309,8378,8494
CF14 0,5349,5730,5777,5857
CF14 1,10205,10932,11021,11174
CF14 2,10875,11649,11745,11908
CF14 3,11994,12848,12954,13133
CF14 4,9253,9912,9993,10132
CF14 5,9547,10227,10311,10454
CF14 6,9007,9648,9728,9863
CF14 7,4627,4956,4997,5067
CF14 9,6999,7497,7559,7664
CF15 7,5543,5938,5986,6070
CF15 8,6417,6874,6930,7027
CF15 9,5863,6280,6332,6420
CF23 5,10199,10925,11015,11168
CF23 6,10743,11508,11602,11764
CF23 7,8038,8610,8681,8802
CF23 8,7353,7877,7941,8052
CF23 9,10694,11455,11550,11710
CF24 0,5420,5806,5854,5935
CF24 1,5618,6018,6067,6152
CF24 2,12926,13846,13960,14154
CF24 3,11490,12308,12409,12582
CF24 4,20071,21500,21677,21978
CF24 5,335,359,362,367
CF3  0,12208,13077,13185,13368
CF3  1,4686,5020,5061,5131
CF3  2,3330,3567,3596,3646
CF3  3,6885,7375,7436,7539
CF3  4,5839,6255,6306,6394
CF3  5,7939,8504,8574,8693
CF3  6,1336,1431,1443,1463
CF31 1,9200,9855,9936,10074
CF31 2,11749,12586,12689,12865
CF31 3,4298,4604,4642,4706
CF31 4,13438,14395,14513,14715
CF31 5,6198,6639,6694,6787
CF32 0,4946,5298,5342,5416
CF32 7,6195,6636,6691,6784
CF32 8,7784,8338,8407,8523
CF32 9,10980,11762,11858,12023
CF33 4,7059,7562,7624,7730
CF33 6,7405,7932,7997,8108
CF34 0,10932,11710,11807,11971
CF34 9,9680,10369,10454,10600
CF35 5,5609,6008,6058,6142
CF35 6,10543,11294,11386,11545
